ticker,sector,industry
UROY,Energy,Uranium
USA,Financial Services,Asset Management
USAC,Energy,Oil & Gas Equipment & Services
USAR,Basic Materials,Other Industrial Metals & Mining
USAS,Basic Materials,Other Industrial Metals & Mining
USAU,Basic Materials,Gold
USB,Financial Services,Banks - Regional
USBC,Technology,Scientific & Technical Instruments
USCB,Financial Services,Banks - Regional
USEA,Industrials,Marine Shipping
USEG,Energy,Oil & Gas E&P
USFD,Consumer Defensive,Food Distribution
USGO,Basic Materials,Other Industrial Metals & Mining
USIO,Technology,Software - Infrastructure
USLM,Basic Materials,Building Materials
USNA,Consumer Defensive,Packaged Foods
USOI,,
USPH,Healthcare,Medical Care Facilities
UTF,Financial Services,Asset Management
UTG,Financial Services,Asset Management
UTHR,Healthcare,Drug Manufacturers - Specialty & Generic
UTI,Consumer Defensive,Education & Training Services
UTL,Utilities,Utilities - Diversified
UTMD,Healthcare,Medical Instruments & Supplies
UTSI,Technology,Communication Equipment
UTZ,Consumer Defensive,Packaged Foods
UUU,Industrials,Building Products & Equipment
UUUU,Energy,Uranium
UVE,Financial Services,Insurance - Property & Casualty
UVSP,Financial Services,Banks - Regional
UVV,Consumer Defensive,Tobacco
UWMC,Financial Services,Mortgage Finance
UXIN,Consumer Cyclical,Auto & Truck Dealerships
UYSC,Financial Services,Shell Companies
V,Financial Services,Credit Services
VABK,Financial Services,Banks - Regional
VAC,Consumer Cyclical,Resorts & Casinos
VACH,Financial Services,Shell Companies
VAL,Energy,Oil & Gas Equipment & Services
VALE,Basic Materials,Other Industrial Metals & Mining
VALN,Healthcare,Biotechnology
VALU,Financial Services,Financial Data & Stock Exchanges
VANI,Healthcare,Biotechnology
VATE,Industrials,Engineering & Construction
VBF,Financial Services,Asset Management
VBIX,Communication Services,Internet Content & Information
VBNK,Financial Services,Banks - Regional
VBTX,Financial Services,Banks - Regional
VC,Consumer Cyclical,Auto Parts
VCEL,Healthcare,Biotechnology
VCIC,Financial Services,Shell Companies
VCIG,Industrials,Consulting Services
VCTR,Financial Services,Asset Management
VCV,Financial Services,Asset Management
VCYT,Healthcare,Diagnostics & Research
VECO,Technology,Semiconductor Equipment & Materials
VEEA,Technology,Information Technology Services
VEEE,Consumer Cyclical,Recreational Vehicles
VEEV,Healthcare,Health Information Services
VEL,Financial Services,Mortgage Finance
VELO,Technology,Computer Hardware
VENU,Consumer Cyclical,Restaurants
VEON,Communication Services,Telecom Services
VERA,Healthcare,Biotechnology
VERI,Technology,Software - Infrastructure
VERO,Healthcare,Medical Devices
VERU,Healthcare,Biotechnology
VERX,Technology,Software - Application
VET,Energy,Oil & Gas E&P
VFC,Consumer Cyclical,Apparel Manufacturing
VFF,Consumer Defensive,Farm Products
VFL,Financial Services,Asset Management
VFS,Consumer Cyclical,Auto Manufacturers
VG,Energy,Oil & Gas Midstream
VGAS,Utilities,Utilities - Renewable
VGI,Financial Services,Asset Management
VGM,Financial Services,Asset Management
VGZ,Basic Materials,Gold
VHC,Technology,Software - Infrastructure
VHI,Basic Materials,Chemicals
VIA,Technology,Software - Application
VIASP,Utilities,Utilities - Regulated Electric
VIAV,Technology,Communication Equipment
VICI,Real Estate,REIT - Diversified
VICR,Technology,Electronic Components
VIK,Consumer Cyclical,Travel Services
VINP,Financial Services,Asset Management
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VIPS,Consumer Cyclical,Internet Retail
VIR,Healthcare,Biotechnology
VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VIRT,Financial Services,Capital Markets
VIST,Energy,Oil & Gas E&P
VITL,Consumer Defensive,Farm Products
VIV,Communication Services,Telecom Services
VIVK,Energy,Oil & Gas Integrated
VIVS,Healthcare,Biotechnology
VKI,Financial Services,Asset Management
VKQ,Financial Services,Asset Management
VKTX,Healthcare,Biotechnology
VLGEA,Consumer Defensive,Grocery Stores
VLN,Technology,Semiconductors
VLO,Energy,Oil & Gas Refining & Marketing
VLRS,Industrials,Airlines
VLT,Financial Services,Asset Management
VLTO,Industrials,Pollution & Treatment Controls
VLY,Financial Services,Banks - Regional
VMAR,Consumer Cyclical,Recreational Vehicles
VMC,Basic Materials,Building Materials
VMD,Healthcare,Medical Devices
VMEO,Technology,Software - Application
VMI,Industrials,Conglomerates
VMO,Financial Services,Asset Management
VNCE,Consumer Cyclical,Apparel Manufacturing
VNDA,Healthcare,Biotechnology
VNET,Technology,Information Technology Services
VNME,Financial Services,Shell Companies
VNO,Real Estate,REIT - Office
VNOM,Energy,Oil & Gas Midstream
VNRX,Healthcare,Medical Devices
VNT,Technology,Scientific & Technical Instruments
VNTG,Industrials,Marine Shipping
VOC,Energy,Oil & Gas E&P
VOD,Communication Services,Telecom Services
VOR,Healthcare,Biotechnology
VOXR,Basic Materials,Other Precious Metals & Mining
VOYA,Financial Services,Financial Conglomerates
VOYG,Industrials,Aerospace & Defense
VPG,Technology,Scientific & Technical Instruments
VPV,Financial Services,Asset Management
VRA,Consumer Cyclical,Footwear & Accessories
VRAR,Technology,Software - Infrastructure
VRAX,Healthcare,Biotechnology
VRCA,Healthcare,Biotechnology
VRDN,Healthcare,Biotechnology
VRE,Real Estate,REIT - Residential
VREX,Healthcare,Medical Devices
VRM,Consumer Cyclical,Auto & Truck Dealerships
VRME,Industrials,Security & Protection Services
VRNA,Healthcare,Biotechnology
VRNS,Technology,Software - Infrastructure
VRNT,Technology,Software - Infrastructure
VRRM,Technology,Information Technology Services
VRSK,Industrials,Consulting Services
VRSN,Technology,Software - Infrastructure
VRT,Industrials,Electrical Equipment & Parts
VRTS,Financial Services,Asset Management
VRTX,Healthcare,Biotechnology
VS,Technology,Software - Application
VSA,Consumer Defensive,Education & Training Services
VSAT,Technology,Communication Equipment
VSCO,Consumer Cyclical,Apparel Retail
VSEC,Industrials,Aerospace & Defense
VSEE,Healthcare,Health Information Services
VSH,Technology,Semiconductors
VSME,Communication Services,Advertising Agencies
VST,Utilities,Utilities - Independent Power Producers
VSTA,Consumer Defensive,Education & Training Services
VSTD,Consumer Cyclical,Restaurants
VSTM,Healthcare,Biotechnology
VSTS,Industrials,Rental & Leasing Services
VTAK,Healthcare,Medical Devices
VTEX,Technology,Software - Application
VTGN,Healthcare,Biotechnology
VTLE,Energy,Oil & Gas E&P
VTMX,Real Estate,Real Estate - Development
VTN,Financial Services,Asset Management
VTOL,Energy,Oil & Gas Equipment & Services
VTR,Real Estate,REIT - Healthcare Facilities
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic
VTS,Energy,Oil & Gas E&P
VTSI,Technology,Software - Application
VTVT,Healthcare,Biotechnology
VTYX,Healthcare,Biotechnology
VUZI,Technology,Consumer Electronics
VVOS,Healthcare,Medical Devices
VVPR,Technology,Solar
VVR,Financial Services,Asset Management
VVV,Consumer Cyclical,Auto & Truck Dealerships
VVX,Industrials,Aerospace & Defense
VWAV,Industrials,Aerospace & Defense
VYGR,Healthcare,Biotechnology
VYNE,Healthcare,Biotechnology
VYX,Technology,Information Technology Services
VZ,Communication Services,Telecom Services
VZLA,Basic Materials,Other Industrial Metals & Mining
W,Consumer Cyclical,Internet Retail
WAB,Industrials,Railroads
WABC,Financial Services,Banks - Regional
WAFD,Financial Services,Banks - Regional
WAFU,Consumer Defensive,Education & Training Services
WAI,Financial Services,Capital Markets
WAL,Financial Services,Banks - Regional
WALD,Consumer Defensive,Household & Personal Products
WASH,Financial Services,Banks - Regional
WAT,Healthcare,Diagnostics & Research
WATT,Technology,Scientific & Technical Instruments
WAVE,Utilities,Utilities - Renewable
WAY,Healthcare,Health Information Services
WB,Communication Services,Internet Content & Information
WBD,Communication Services,Entertainment
WBS,Financial Services,Banks - Regional
WBTN,Communication Services,Internet Content & Information
WBUY,Consumer Cyclical,Internet Retail
WBX,Technology,Electronic Components
WCC,Industrials,Industrial Distribution
WCN,Industrials,Waste Management
WCT,Technology,Software - Application
WD,Financial Services,Mortgage Finance
WDAY,Technology,Software - Application
WDC,Technology,Computer Hardware
WDFC,Basic Materials,Specialty Chemicals
WDH,Financial Services,Insurance - Diversified
WDI,Financial Services,Asset Management
WDS,Energy,Oil & Gas E&P
WEA,Financial Services,Asset Management
WEAV,Healthcare,Health Information Services
WEC,Utilities,Utilities - Regulated Electric
WELL,Real Estate,REIT - Healthcare Facilities
WEN,Consumer Cyclical,Restaurants
WENN,,
WERN,Industrials,Trucking
WES,Energy,Oil & Gas Midstream
WEST,Consumer Defensive,Packaged Foods
WETH,Real Estate,Real Estate Services
WETO,Technology,Software - Application
WEX,Technology,Software - Infrastructure
WEYS,Consumer Cyclical,Footwear & Accessories
WF,Financial Services,Banks - Regional
WFC,Financial Services,Banks - Diversified
WFCF,Industrials,Specialty Business Services
WFF,Industrials,Specialty Industrial Machinery
WFG,Basic Materials,Lumber & Wood Production
WFRD,Energy,Oil & Gas Equipment & Services
WGO,Consumer Cyclical,Recreational Vehicles
WGRX,Healthcare,Pharmaceutical Retailers
WGS,Healthcare,Diagnostics & Research
WH,Consumer Cyclical,Lodging
WHD,Energy,Oil & Gas Equipment & Services
WHF,Financial Services,Asset Management
WHG,Financial Services,Asset Management
WHLR,Real Estate,REIT - Retail
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WHWK,Healthcare,Biotechnology
WIA,Financial Services,Asset Management
WILC,Consumer Defensive,Food Distribution
WIMI,Communication Services,Advertising Agencies
WINA,Consumer Cyclical,Specialty Retail
WING,Consumer Cyclical,Restaurants
WIT,Technology,Information Technology Services
WIW,Financial Services,Asset Management
WIX,Technology,Software - Infrastructure
WK,Technology,Software - Application
WKC,Energy,Oil & Gas Refining & Marketing
WKEY,Technology,Semiconductors
WKHS,Consumer Cyclical,Auto Manufacturers
WKSP,Consumer Cyclical,Auto Parts
WLAC,Financial Services,Shell Companies
WLDN,Industrials,Engineering & Construction
WLDS,Technology,Consumer Electronics
WLFC,Industrials,Rental & Leasing Services
WLK,Basic Materials,Specialty Chemicals
WLKP,Basic Materials,Chemicals
WLY,Communication Services,Publishing
WLYB,Communication Services,Publishing
WM,Industrials,Waste Management
WMB,Energy,Oil & Gas Midstream
WMG,Communication Services,Entertainment
WMK,Consumer Defensive,Grocery Stores
WMS,Industrials,Building Products & Equipment
WMT,Consumer Defensive,Discount Stores
WNC,Industrials,Farm & Heavy Construction Machinery
WNEB,Financial Services,Banks - Regional
WNS,Technology,Information Technology Services
WNW,Consumer Cyclical,Internet Retail
WOK,Healthcare,Medical Devices
WOLF,Technology,Semiconductors
WOOF,Consumer Cyclical,Specialty Retail
WOR,Industrials,Metal Fabrication
WORX,Healthcare,Health Information Services
WOW,Communication Services,Telecom Services
WPC,Real Estate,REIT - Diversified
WPM,Basic Materials,Gold
WPP,Communication Services,Advertising Agencies
WPRT,Consumer Cyclical,Auto Parts
WRAP,Technology,Scientific & Technical Instruments
WRB,Financial Services,Insurance - Property & Casualty
WRBY,Healthcare,Medical Instruments & Supplies
WRD,Technology,Software - Application
WRLD,Financial Services,Credit Services
WRN,Basic Materials,Other Industrial Metals & Mining
WS,Basic Materials,Steel
WSBC,Financial Services,Banks - Regional
WSBF,Financial Services,Banks - Regional
WSBK,Financial Services,Banks - Regional
WSC,Industrials,Rental & Leasing Services
WSFS,Financial Services,Banks - Regional
WSM,Consumer Cyclical,Specialty Retail
WSO,Industrials,Industrial Distribution
WSR,Real Estate,REIT - Retail
WST,Healthcare,Medical Instruments & Supplies
WT,Financial Services,Asset Management
WTBA,Financial Services,Banks - Regional
WTF,Financial Services,Asset Management
WTFC,Financial Services,Banks - Regional
WTG,Financial Services,Shell Companies
WTI,Energy,Oil & Gas E&P
WTM,Financial Services,Insurance - Property & Casualty
WTO,Technology,Consumer Electronics
WTRG,Utilities,Utilities - Regulated Water
WTS,Industrials,Specialty Industrial Machinery
WTTR,Energy,Oil & Gas Equipment & Services
WTW,Financial Services,Insurance Brokers
WU,Financial Services,Credit Services
WULF,Financial Services,Capital Markets
WVE,Healthcare,Biotechnology
WVVI,Consumer Defensive,Beverages - Wineries & Distilleries
WW,Consumer Cyclical,Personal Services
WWD,Industrials,Aerospace & Defense
WWR,Basic Materials,Other Industrial Metals & Mining
WWW,Consumer Cyclical,Footwear & Accessories
WXM,Industrials,Industrial Distribution
WY,Real Estate,REIT - Specialty
WYFI,Technology,Software - Application
WYHG,Consumer Defensive,Packaged Foods
WYNN,Consumer Cyclical,Resorts & Casinos
WYY,Technology,Information Technology Services
XAIR,Healthcare,Medical Devices
XBIO,Healthcare,Biotechnology
XBIT,Healthcare,Biotechnology
XBP,Technology,Software - Infrastructure
XCH,Industrials,Specialty Industrial Machinery
XCUR,Healthcare,Biotechnology
XEL,Utilities,Utilities - Regulated Electric
XELB,Consumer Cyclical,Apparel Manufacturing
XENE,Healthcare,Biotechnology
XERS,Healthcare,Biotechnology
XFLT,Financial Services,Asset Management
XFOR,Healthcare,Biotechnology
XGN,Healthcare,Diagnostics & Research
XHG,Financial Services,Insurance Brokers
XHLD,Communication Services,Broadcasting
XHR,Real Estate,REIT - Hotel & Motel
XIFR,Utilities,Utilities - Renewable
XLO,Healthcare,Biotechnology
XMTR,Industrials,Specialty Industrial Machinery
XNCR,Healthcare,Biotechnology
XNET,Technology,Software - Infrastructure
XOM,Energy,Oil & Gas Integrated
XOMA,Healthcare,Biotechnology
XOS,Industrials,Farm & Heavy Construction Machinery
XP,Financial Services,Capital Markets
XPEL,Consumer Cyclical,Auto Parts
XPER,Technology,Software - Application
XPEV,Consumer Cyclical,Auto Manufacturers
XPL,Basic Materials,Other Industrial Metals & Mining
XPO,Industrials,Trucking
XPOF,Consumer Cyclical,Leisure
XPON,Industrials,Electrical Equipment & Parts
XPRO,Energy,Oil & Gas Equipment & Services
XRAY,Healthcare,Medical Instruments & Supplies
XRTX,Healthcare,Biotechnology
XRX,Technology,Information Technology Services
XTIA,Industrials,Aerospace & Defense
XTKG,Technology,Software - Application
XTLB,Healthcare,Biotechnology
XTNT,Healthcare,Medical Devices
XWEL,Healthcare,Diagnostics & Research
XXII,Consumer Defensive,Tobacco
XYF,Financial Services,Credit Services
XYL,Industrials,Specialty Industrial Machinery
XYZ,Technology,Software - Infrastructure
YAAS,Technology,Software - Application
YALA,Technology,Software - Application
YB,Technology,Software - Application
YCBD,Healthcare,Drug Manufacturers - Specialty & Generic
YDES,Healthcare,Biotechnology
YELP,Communication Services,Internet Content & Information
YETI,Consumer Cyclical,Leisure
YEXT,Technology,Software - Infrastructure
YGMZ,Industrials,Trucking
YHC,Consumer Defensive,Beverages - Wineries & Distilleries
YHGJ,Consumer Cyclical,Packaging & Containers
YHNA,Financial Services,Shell Companies
YI,Healthcare,Medical Distribution
YIBO,Technology,Computer Hardware
YJ,Consumer Cyclical,Internet Retail
YMAB,Healthcare,Biotechnology
YMAT,Basic Materials,Specialty Chemicals
YMM,Technology,Software - Application
YMT,Technology,Software - Application
YORW,Utilities,Utilities - Regulated Water
YOU,Technology,Software - Application
YOUL,Consumer Defensive,Education & Training Services
YPF,Energy,Oil & Gas Integrated
YQ,Consumer Defensive,Education & Training Services
YRD,Financial Services,Credit Services
YSG,Consumer Defensive,Household & Personal Products
YSXT,Industrials,Specialty Business Services
YTRA,Consumer Cyclical,Travel Services
YUM,Consumer Cyclical,Restaurants
YUMC,Consumer Cyclical,Restaurants
YXT,Technology,Software - Application
YYAI,Consumer Cyclical,Leisure
YYGH,Consumer Cyclical,Personal Services
Z,Communication Services,Internet Content & Information
ZBAI,Financial Services,Capital Markets
ZBAO,Financial Services,Insurance Brokers
